category,date,developer,name,platforms,price,rate,reviews_numbers,tags
Strategy Games/Thermite Games Franchise,Q2 2025,Zabbo Games,Another Farm Roguelike: Rebirth,win,None,,,"Roguelike,Deckbuilder,Turn-Based,Strategy,Deckbuilding,Farming,Sim,Strategy,Pixel,Graphics,Roguelike,Roguelite,Replay,Value,Resource,Management,Procedural,Generation,Simulation,Farming,2D,Relaxing,Building,Indie,Singleplayer,Capitalism,Management"
Indie Games,"14 Apr, 2016",Eyemobi Ltd.,Phantasmal: Survival Horror Roguelike,win,Free To Play,Mixed,350,"Horror,Multiplayer,Indie,Survival,Horror,Lovecraftian,Atmospheric,Roguelite,Free,to,Play,FPS,Difficult,Survival,Procedural,Generation,Co-op,Roguelike"
Strategy Games,"22 Feb, 2024",Gabriel Adriano,Roguelike Chess,win,"8,99zł",1 user reviews,1,"Turn-Based,Tactics,Strategy,PvE,Casual,Board,Game,Tabletop,Roguelike,3D,Third,Person,Top-Down,Early,Access,Indie,Cartoony,Fantasy,Logic,Tactical,Singleplayer"
Indie Games,"27 Mar, 2023",Aspect,Ascendant's Roguelike,win,"4,49zł",2 user reviews,2,"RPG,Roguelike,Hack,and,Slash,Action,Roguelike,Bullet,Hell,2D,Combat,Pixel,Graphics,Early,Access,Fantasy,Indie,PvE,Singleplayer"
Action Games/AFIL Games Franchise,Coming soon,Antonio Filipe,Elemental Survivors : Roguelike,win,None,,,"Action,Roguelike,Bullet,Hell,Top-Down,Shooter,Roguelike,Top-Down,Roguelite,Action,Arena,Shooter,Score,Attack,Perma,Death,Combat,RPG,Retro,Pixel,Graphics,Arcade,Colorful,2D,Controller,Casual,Singleplayer"
RPG Games,"27 Jul, 2020",VR Labs,Brick Building,"win,mac",Free To Play,Mixed,52,"Education,Investigation,City,Builder,Cinematic,Exploration,Strategy,Management,Economy,Science,Minimalist,Simulation,RPG,LEGO,Agriculture,First-Person,Realistic,Colorful,Online,Co-Op,360,Video,Funny"
Indie Games,"21 Apr, 2022",Enoops,Building destruction,win,"91,99zł",Mixed,23,"Simulation,City,Builder,3D,Atmospheric,Logic,Physics,Singleplayer,Indie,Casual,Destruction"
Indie Games,"27 Feb, 2025",GGGsoft5,Ax Roguelike,win,"22,99zł",,,"RPG,Roguelike,Roguelite,2D,Dark,Turn-Based,Combat,Singleplayer,Indie"
Indie Games,2025,Tan Ant GamesTanat Boozayaangool,Building Relationships,win,None,,,"Exploration,Adventure,Comedy,Dating,Sim,Fishing,Open,World,Pixel,Graphics,LGBTQ+,Short,Romance,Singleplayer,Surreal,Conversation,Funny,Retro,Relaxing,Casual,Cozy,Cute,3D"
Simulation Games,"28 Jan, 2023",180°,Building Destruction,win,"22,99zł",Mostly Positive,56,"Sandbox,Building,PvP,Shooter,Action,3D,Simulation,First-Person,Voxel,Destruction,Realistic,Multiplayer,Singleplayer,Online,Co-Op,PvE,FPS,Level,Editor,Co-op,Indie"
Racing Games/Redout Game Franchise/Redout: Enhanced Edition/Downloadable Content,"17 Nov, 2017",34BigThings srl,Redout - Space Exploration Pack,win,"22,99zł",Positive,24,Racing
Adventure Games/KenForest Franchise,"2 Apr, 2025",KenForest,LiDAR Exploration Program,win,"24,00zł",Very Positive,99,"Adventure,Horror,Atmospheric,Psychological,Horror,Exploration,Walking,Simulator,First-Person,3D,Indie,Linear,Singleplayer,Hidden,Object,Relaxing,Thriller,Colorful"
Indie Games,"1 Aug, 2024",Sea Lio,家屋探索 -Japanese House Exploration-,win,"13,49zł",Very Positive,103,"FPS,Horror,Hidden,Object,Action-Adventure,Action,3D,Multiple,Endings,Dark,Tutorial,First-Person,Conversation,Story,Rich,Indie,Realistic,Survival,Horror,Inventory,Management,Singleplayer"
Casual Games,"11 Feb, 2025",me,Gem Exploration,win,"4,49zł",,,"Casual,2D,Pixel,Graphics,Cute,Colorful"
Adventure Games,To be announced,Mistcloud Games,Backrooms Exploration Liminal,win,None,,,"Adventure,Sandbox,Walking,Simulator,Choose,Your,Own,Adventure,Immersive,Sim,3D,Minimalist,Pixel,Graphics,Atmospheric,Relaxing,Supernatural,Surreal,Choices,Matter,Multiple,Endings,Open,World,Story,Rich,Singleplayer,Indie,Exploration,Stylized"
Adventure Games,"5 Jul, 2018",Exploration Pro,Exploration Pro,"win,mac","35,99zł",,,"Casual,Simulation,Strategy,Action,Adventure"
Sports Games,Coming soon,Bobby Griz,Physics Based Golf,win,None,,,"Simulation,Sports,Physics,Golf,Open,World,Multiplayer,Immersive,Sim,3D,Third,Person,Singleplayer,Action,Indie,Casual,Controller,Walking,Simulator,Automobile,Sim"
Simulation Games/The Irregular Corporation Franchise,"29 Jan, 2019",Claudiu KissThe Irregular Corporation,PC Building Simulator,win,"91,99zł",Very Positive,41134,"Simulation,Education,Immersive,Sim,Building,Management,Sandbox,First-Person,3D,Life,Sim,Realistic,Casual,Relaxing,Singleplayer,Hardware,Funny,Puzzle,Modern,Inventory,Management,Atmospheric,Indie"
Indie Games,"1 Apr, 2021",Nolan Ritchie,Freedom Physics,win,"7,19zł",2 user reviews,2,"Simulation,Platformer,Sandbox,2D,Platformer,Side,Scroller,2D,Building,Local,Co-Op,Physics,Singleplayer,Indie"
Action Games,"15 Nov, 2024",MacroTree Games,DeltaPhysics,"win,linux","22,99zł",,,"Nonlinear,Physics,Metroidvania,Minimalist,Action,Puzzle,Platformer,2D,Puzzle,Platformer,2D,Platformer,Indie,Early,Access,Science,Singleplayer"
Casual Games,"3 May, 2019",IDC Games,Physics Drop,"win,mac","10,99zł",,,"Indie,Casual"
Simulation Games,"25 Jul, 2021",CarPhyGames,Car Physics Simulator,win,"14,49zł",Mixed,40,"Casual,Simulation,Racing,Education,Automobile,Sim,Immersive,Sim,3D,First-Person,Realistic,Third,Person,Physics,Driving,Open,World,Character,Customization,Tutorial,Singleplayer,Indie,Early,Access,Sandbox,Level,Editor"
Simulation Games,"6 Oct, 2021",Gaming-Apps.com,Water Physics Simulation,win,"40,99zł",Very Positive,76,"Simulation,Sandbox,Physics,Destruction,Building,Automobile,Sim,God,Game,2D,Relaxing,Indie,Casual,Minimalist,Singleplayer,Cartoon"
Action Games,"15 Dec, 2016",Midas Touch Game,Fist of Physics,win,None,Mostly Positive,37,"Simulation,Boxing,Action,Indie,Early,Access,Sports,Physics,VR,Robots"
Indie Games,"5 Aug, 2022",Partygamer3000,Physics Playground,win,"10,99zł",Mostly Positive,11,"Casual,Indie,Physics,Sandbox,Simulation,Relaxing,Funny,Open,World,Minimalist,Arcade,Colorful,Singleplayer,3D,Platformer,3D,Platformer,Destruction,FPS"
Indie Games,"7 May, 2023",Barlow Games Ltd,Physics Lab,win,Free,Positive,25,"Casual,Atmospheric,Sandbox,3D,Action,Minimalist,Stylized,First-Person,Physics,Logic,Nonlinear,Singleplayer,Free,to,Play,Indie,Strategy,Adventure,RPG"
Indie Games,"7 Jan, 2009",Kloonigames,Crayon Physics Deluxe,"win,mac","71,99zł",Very Positive,334,"Puzzle,Indie,Casual,Physics,Family,Friendly,Singleplayer,Touch-Friendly,2D,Cute,Relaxing,Sandbox,Level,Editor,Great,Soundtrack,Simulation,Hand-drawn"
Simulation Games,"22 Aug, 2021",Merriman Games,Physics Cake,win,"3,59zł",Mixed,10,"Casual,Simulation,Building,Sandbox,2D,Minimalist,Pixel,Graphics,Physics,Indie,Singleplayer,Early,Access"
Indie Games/Team17 Digital Franchise,"7 Aug, 2018",Ghost Town Games Ltd.Team17,Overcooked! 2,"win,mac,linux","89,99zł",Very Positive,52620,"Multiplayer,Online,Co-Op,Local,Co-Op,Co-op,Casual,Cooking,Funny,4,Player,Local,Indie,Local,Multiplayer,Action,Family,Friendly,Cute,Controller,Comedy,Singleplayer,Difficult,Simulation,Strategy,Colorful"
Simulation Games/The Sims Franchise,"2 Jun, 2009",The Sims StudioMaxis,The Sims™ 3,win,"69,90zł",Very Positive,29612,"Life,Sim,Simulation,Character,Customization,Building,Sandbox,Singleplayer,Casual,Funny,Moddable,Romance,RPG,Family,Friendly,Comedy,Adventure,Replay,Value,Multiplayer,Nudity,Great,Soundtrack,Strategy,Action"
Free To Play Games,"24 Mar, 2024",Jilted Generation Productions,Unreal Physics,win,Free,Mostly Positive,206,"Physics,Sandbox,Free,to,Play,Casual,Destruction,Action,Exploration,Immersive,Sim,Third-Person,Shooter,3D,Realistic,First-Person,Animation,&,Modeling,Third,Person,Game,Development,Nonlinear,Singleplayer,Gaming,Immersive,Indie"
Simulation Games/SEGA Franchise,"4 Mar, 2025",Two Point Studios,Two Point Museum,"win,mac,linux","129,00zł",Very Positive,4178,"Simulation,Casual,Strategy,Building,City,Builder,Life,Sim,Sandbox,Exploration,Cartoony,Cute,Isometric,Economy,Comedy,Management,Family,Friendly,Funny,Nature,Relaxing,Sci-fi,Singleplayer"
Adventure Games,"23 Apr, 2025",Too Kyo GamesMedia.Vision Inc.,The Hundred Line -Last Defense Academy-,win,"274,99zł",Very Positive,1514,"Multiple,Endings,Adventure,Story,Rich,Anime,Dark,Humor,Turn-Based,Strategy,Dark,Comedy,Visual,Novel,Dystopian,Turn-Based,Tactics,Survival,Psychological,Horror,Simulation,Atmospheric,Soundtrack,Singleplayer,Memes,Psychedelic,Conspiracy,Sci-fi"
Adventure Games,"22 Aug, 2024",Scarecrow Studio,3 Minutes to Midnight® - A Comedy Graphic Adventure,"win,mac,linux","89,00zł",Very Positive,178,"Adventure,Point,&,Click,Comedy,Singleplayer,Puzzle,Funny,Story,Rich,2D,Hand-drawn,Cartoon,Choices,Matter,Nostalgia,Robots,Drama,Family,Friendly,Colorful,1990's,Cult,Classic,Retro,Classic"
Indie Games,"29 Nov, 2006",Facepunch Studios,Garry's Mod,"win,mac,linux","35,99zł",Overwhelmingly Positive,993602,"Sandbox,Moddable,Multiplayer,Physics,Building,Casual,Funny,First-Person,Singleplayer,FPS,Simulation,Comedy,Online,Co-Op,Shooter,Co-op,Action,Indie,PvP,Realistic,Exploration"
Sports Games,"29 Sep, 2021",KONAMI,eFootball™,win,Free To Play,Mixed,90870,"Football,(Soccer),Free,to,Play,Controller,Multiplayer,Sports,eSports,Simulation,Local,Multiplayer,PvP,Co-op,Singleplayer,Online,Co-Op,Local,Co-Op,Realistic,Comedy,Memes,Violent,Anime,LGBTQ+,Funny"
RPG Games,"11 Aug, 2024",George Manavalan,InfernHells: A Divine Comedy,win,"67,99zł",1 user reviews,1,"RPG,Casual,Turn-Based,Strategy,2D,Adventure,Pixel,Graphics,Dungeon,Crawler,Action,Top-Down,Action,RPG,JRPG,CRPG,Strategy,RPG,Exploration,Side,Scroller,Tactical,RPG,Anime,Colorful,Cute,Atmospheric"
Strategy Games,"16 Oct, 2023",Zbuki Games,Zbuki Zoo Strategic Comedy,win,"82,99zł",,,"Strategy,Comedy,Real,Time,Tactics,Turn-Based,Combat,Management,Exploration,Base,Building,Funny,Memes,Singleplayer,Multiplayer,Tactical,RTS,Logic,Hidden,Object,2D,Tutorial,Action,Controller,Hex,Grid"
Action Games,To be announced,Macon GamesNoobOGames,Undivine Comedy: Hank's Inferno,win,None,,,"Action,Roguelike,Roguelike,Funny,Dark,Comedy,Dark,Humor,Action,Story,Rich,RPG,Co-op,Colorful,3D,Stylized,Fantasy,LGBTQ+,Pirates,Supernatural,Combat,Hack,and,Slash,Co-op,Campaign,Local,Co-Op"
Adventure Games,To be announced,Tiny Mold,Mayonez - Dark Comedy Slav Adventure RPG,win,None,,,"Adventure,RPG,Indie"
Casual Games/Neoclassic Games Franchise,"27 May, 2021",Neoclassic Games,Casina: The Forgotten Comedy,win,"31,99zł",Mostly Positive,40,"Visual,Novel,Interactive,Fiction,Anime,Choose,Your,Own,Adventure,Romance,Story,Rich,Funny,Multiple,Endings,Cute,Comedy,Adventure,Fantasy,2D,Historical,Choices,Matter,Narration,Immersive,Sim,Casual,Singleplayer,Mythology"
Adventure Games,"2 Sep, 2015",Trav Nash,Comedy Quest,win,Free to Play,Very Positive,303,"Free,to,Play,Casual,Adventure,Indie,Point,&,Click,Comedy,Multiplayer,Pixel,Graphics,Funny,Retro,Short"
Action Games/Generation Zero®/Downloadable Content,"23 Mar, 2020",Systemic Reaction™,Generation Zero® - Apparel Crafting,win,Free,Mixed,43,"Action,Adventure"
Simulation Games/OKJOY Franchise,"9 Oct, 2022",PandaCat 熊喵独立游戏,Craft Hero,win,"17,99zł",Very Positive,347,"Base,Building,Crafting,Sandbox,Survival,Simulation,RPG,Building,Strategy,Turn-Based,Combat,Strategy,RPG,Roguelike,Roguelite,Dungeon,Crawler,Adventure,Early,Access,Pixel,Graphics,Indie,Singleplayer,Combat,Exploration"
Casual Games/Lighthouse Games Studio Franchise,"24 Aug, 2017",Lighthouse Games Studio,Comedy Night,"win,mac","22,99zł",Mostly Positive,8008,"Casual,Comedy,Experimental,Dark,Humor,Funny,Dark,Comedy,Immersive,Sim,PvP,Cute,RPG,Life,Sim,Character,Customization,Third,Person,Memes,Conversation,Atmospheric,Co-op,Simulation,Online,Co-Op,Multiplayer"
Indie Games/kantal collective Franchise/Otherwar/Downloadable Content,"3 May, 2024",kantal collective,Otherwar - Crafting Compendium DLC,win,"13,49zł",,,"Indie,Building,Tower,Defense,Fantasy,2D,Old,School,Pixel,Graphics,Retro,Demons,On-Rails,Shooter,Strategy"
Simulation Games,"4 Jun, 2020",Bling Bling Games GmbH,Crafting Idle Clicker,win,Free To Play,Mixed,782,"Free,to,Play,Clicker,Casual,Strategy,Idler,Indie,Automation,Sandbox,Grand,Strategy,Management,Simulation,2D,Abstract,Top-Down,Building,Logic,Capitalism,Economy,Point,&,Click,Open,World"
Adventure Games,"4 Sep, 2019",MyGames,Crafting Block World,win,Free To Play,Mixed,46,"Voxel,Sandbox,Survival,Simulation,Casual,Action,Adventure,Indie,Pixel,Graphics,Singleplayer,Exploration,Building,Mining,Open,World,Procedural,Generation,Colorful,Crafting,Base,Building,Choose,Your,Own,Adventure,Replay,Value"
Indie Games,Coming soon,Nameless XIII,LoveCrafting,win,None,,,"Deckbuilding,Roguelike,Deckbuilder,Card,Game,Perma,Death,Turn-Based,Combat,Card,Battler,Lovecraftian,Roguelite,Roguelike,Pixel,Graphics,2.5D,Strategy,Stylized,Dark,Turn-Based,Strategy,Demons,Singleplayer,Mystery,Casual,Magic"
Action Games,Coming soon,Crafting Combat,Crafting Combat,win,None,,,"Early,Access,Strategy,Medieval,Swordplay,PvP,Resource,Management,Crafting,Combat,Action,RTS,Real,Time,Tactics,MOBA,RPG,RTS,Third,Person,3D,Team-Based,Action,Choices,Matter,Realistic,Tactical"
Strategy Games,"15 Dec, 2017",Armagedoom Games,Crafting Tycoon,win,"10,99zł",4 user reviews,4,"Strategy,Indie,Simulation,Crafting,Management,Great,Soundtrack,Difficult"
Adventure Games,"19 May, 2022",Aztech,Space Crafting,"win,mac,linux","919,99zł",Mostly Negative,33,"Early,Access,Action,Adventure,Casual,Simulation,Strategy,Action,RPG,Auto,Battler,Board,Game,Life,Sim,3D,Platformer,MOBA,Choose,Your,Own,Adventure,Creature,Collector,Immersive,Sim,Metroidvania,3D,Outbreak,Sim,Colorful,Cute"
Indie Games,"18 Aug, 2017",Ferullo Gaming,Crafting Dead,win,"17,99zł",Mixed,134,"Survival,Zombies,Multiplayer,Post-apocalyptic,Adventure,Action,Open,World,Indie,Voxel,Pixel,Graphics,Early,Access,Crafting,Base,Building,PvP,Survival,Horror,Action-Adventure,Looter,Shooter,First-Person,Exploration,Arcade"
Action Games,"15 Nov, 2024",MacroTree Games,DeltaPhysics,"win,linux","22,99zł",,,"Nonlinear,Physics,Metroidvania,Minimalist,Action,Puzzle,Platformer,2D,Puzzle,Platformer,2D,Platformer,Indie,Early,Access,Science,Singleplayer"
Simulation Games/Musa GUNGOR Franchise,"28 Jul, 2022",Musa GUNGOR,Crafting Town,win,"31,99zł",Mostly Positive,43,"Crafting,Medieval,Simulation,Life,Sim,Pixel,Graphics,Resource,Management,Casual,Immersive,Sim,Atmospheric,Clicker,Base,Building,Building,Strategy,Singleplayer,2D,Indie,Cute,Colorful,Colony,Sim,Time,Management"
Free To Play Games/Physics Lab/Downloadable Content,"3 Dec, 2023",Barlow Games Ltd,Physics Lab VR,win,Free,1 user reviews,1,"Casual,Atmospheric,Free,to,Play,Sandbox,3D,Indie,Action,Minimalist,Stylized,First-Person,Logic,Physics,Nonlinear,Singleplayer,Strategy,Adventure,RPG"
Indie Games/Sounding Stone / 老奉毊 Franchise,"31 Oct, 2018",Sounding Stone / 老奉毊Meijin Zhu / 五月梅花落,Physical Exorcism: Case 01,win,"10,79zł",Mostly Positive,64,"RPGMaker,JRPG,Turn-Based,Combat,Dark,Humor,LGBTQ+,Multiple,Endings,Story,Rich,Supernatural,Horror,Philosophical,Satire,RPG,Anime,Pixel,Graphics,Retro,Funny,Psychological,Singleplayer,Casual,Adventure"
Casual Games,"9 Dec, 2020",Kodii Games,Physics Sandbox VR,win,"14,49zł",8 user reviews,8,"Casual,Sandbox,VR,Physics,Singleplayer"
Simulation Games,"23 Oct, 2020",Xennial Digital,Physics: Optics Table,win,"53,99zł",,,"Simulation,Experimental,Exploration,Education,6DOF,Singleplayer,Physics,VR"
Simulation Games,"25 Nov, 2024",Edda Knowledge AB,Edda Physics 1,win,"138,99zł",,,"Simulation,Education,VR,Physics,Sandbox,Immersive,Sim,3D,Space,6DOF,Narration,Tutorial,Singleplayer"
Simulation Games,"21 Apr, 2022",Tuxedo Labs,Teardown,win,"128,17zł",Overwhelmingly Positive,101034,"Destruction,Physics,Sandbox,Voxel,First-Person,Singleplayer,Open,World,Heist,Realistic,3D,Simulation,Action,Puzzle,Driving,Indie,Replay,Value,Tactical,Immersive,Sim,Multiplayer,Puzzle,Platformer"
Casual Games,"25 Mar, 2024",tinygame,Draw Physics Line,win,"8,99zł",2 user reviews,2,"Casual,Puzzle,Platformer,Puzzle,2D,Abstract,Minimalist,Stylized,Logic,Magic,Level,Editor,Strategy,Action,Moddable,Crafting,Physics,Cartoon,Singleplayer"
Simulation Games/PlayWay S.A. Franchise/SimRail - The Railway Simulator/Downloadable Content,"30 Apr, 2025",SimRail S.A.,SimRail - The Railway Simulator: Łódź - Warsaw,win,"53,99zł",Very Positive,68,"Simulation,Trains,Multiplayer,Transportation,Driving,Realistic,Singleplayer,Massively,Multiplayer,Physics,Online,Co-Op,Automobile,Sim,Immersive,Sim,Open,World,Family,Friendly,3D,Exploration,Experience,First-Person,Life,Sim,Word,Game"
Simulation Games,"20 Aug, 2021",KreizLand Games,Destructive Physics - Destruction Simulator,"win,mac,linux","91,99zł",Mostly Positive,89,"Destruction,Sandbox,Simulation,Physics,Realistic,Level,Editor,Time,Manipulation,Bullet,Time,Gun,Customization,Singleplayer,God,Game,Relaxing,Open,World,Building,3D,6DOF,Exploration,Military,Early,Access,Multiplayer"
Action Games,"29 Mar, 2018",Range Plus One Inc.,Fatal Velocity: Physics Combat,win,Free To Play,Mostly Positive,47,"Indie,Early,Access,Action"
RPG Games,"1 Aug, 2022",Big Kitty Games,Solace Crafting,"win,linux","67,99zł",Mostly Positive,789,"Survival,Open,World,Survival,Craft,Multiplayer,Crafting,Open,World,RPG,Base,Building,Online,Co-Op,Building,Sandbox,Adventure,Co-op,Fantasy,Singleplayer,PvE,Exploration,Third,Person,First-Person,Indie,Procedural,Generation"
RPG Games,"5 Mar, 2014",Obsidian Entertainment,South Park™: The Stick of Truth™,win,"119,90zł",Overwhelmingly Positive,55696,"RPG,Comedy,Adventure,Funny,Dark,Humor,Turn-Based,Singleplayer,Action,Mature,2D,Satire,Nudity,Cartoon,Open,World,Story,Rich,Fantasy,Turn-Based,Strategy,Epic,Zombies,JRPG"
RPG Games/Whiskeybarrel Studios Franchise,"18 Apr, 2019",Whiskeybarrel Studios,Swords and Sandals Classic Collection,win,"18,39zł",Very Positive,2512,"Strategy,RPG,Turn-Based,Combat,Action,Turn-Based,Casual,Replay,Value,Local,Multiplayer,2D,Board,Game,Adventure,Comedy,Singleplayer,Funny,Gore,Multiplayer,Roguelike,Strategy,RPG,Medieval,Hack,and,Slash"
Simulation Games,"10 Nov, 2015",Lucky You Studio,Kumoon : Ballistic Physics Puzzle,"win,mac",None,Mixed,34,"Casual,Action,Indie,Simulation,VR,Puzzle,Physics,Robots,Family,Friendly,Great,Soundtrack,Shooter,Platformer,3D,Platformer,Puzzle,Platformer,Sci-fi,FPS,Third,Person,First-Person,Third-Person,Shooter"
RPG Games,"12 Sep, 2014",Lionhead Studios,Fable Anniversary,win,"29,68zł",Very Positive,12780,"RPG,Open,World,Fantasy,Adventure,Singleplayer,Classic,Choices,Matter,Remake,Action,RPG,Atmospheric,Third,Person,Story,Rich,Character,Customization,Action,Comedy,Great,Soundtrack,Medieval,Magic,Sandbox,Funny"
Casual Games,"23 Dec, 2015",Evil Tortilla Games,Who's Your Daddy?!,"win,mac","13,49zł",Very Positive,24368,"Funny,Multiplayer,First-Person,Comedy,Simulation,Online,Co-Op,Strategy,Dark,Humor,Co-op,Casual,Indie,Split,Screen,Action,Early,Access,Difficult,Sandbox,Survival,Third,Person,Adventure,Singleplayer"
Simulation Games/Cheesecake Dev Franchise,"23 Jan, 2025",Cheesecake Dev,Streamer Life Simulator 2,win,"45,99zł",Very Positive,4603,"Early,Access,Simulation,Life,Sim,Immersive,Sim,First-Person,Web,Publishing,Open,World,Casual,Action,Economy,Singleplayer,Memes,Indie,Comedy,Replay,Value,Atmospheric,Hacking,Building,Funny,Character,Customization"
Indie Games,"12 Dec, 2017",BoneloafRocket Science,Gang Beasts,"win,mac,linux","59,99zł",Very Positive,48594,"Funny,Physics,Multiplayer,Colorful,Party,Game,Local,Multiplayer,Party,Fighting,Comedy,3D,Fighter,Casual,Soundtrack,4,Player,Local,Co-op,Family,Friendly,Beat,'em,up,Memes,Third,Person,Singleplayer,Indie"
Simulation Games/Landfall Games Franchise,"1 Apr, 2021",Landfall,Totally Accurate Battle Simulator,"win,mac","59,99zł",Overwhelmingly Positive,126373,"Sandbox,Simulation,Funny,War,Physics,Strategy,Singleplayer,Realistic,Indie,Adventure,Colorful,Fantasy,3D,Comedy,Action,Historical,Family,Friendly,Wargame,Cute,Memes"
Indie Games/Curve Games Franchise,"22 Jul, 2016",No Brakes Games,Human Fall Flat,"win,mac","8,99zł",Very Positive,163584,"Co-op,Funny,Puzzle,Adventure,Physics,Multiplayer,Sandbox,Puzzle,Platformer,Action,Open,World,Local,Co-Op,Indie,Local,Multiplayer,Comedy,Parkour,Casual,Split,Screen,3D,Platformer,Singleplayer,Simulation"
Simulation Games,"29 Aug, 2018",Two Point Studios,Two Point Hospital,"win,mac,linux","176,90zł",Very Positive,25135,"Simulation,Management,Medical,Sim,Building,Funny,Singleplayer,Sandbox,Strategy,Indie,Comedy,Casual,City,Builder,Replay,Value,Cartoony,Isometric,Multiplayer,Family,Friendly,Retro,Classic,Tactical"
RPG Games,"24 Feb, 2016",Playa Games GmbH,Shakes and Fidget,"win,mac",Free To Play,Very Positive,36551,"Free,to,Play,RPG,Massively,Multiplayer,Casual,Multiplayer,Adventure,Strategy,Clicker,MMORPG,Character,Customization,Fantasy,Indie,Comedy,Medieval,Singleplayer,Funny,Classic,Dark,Humor,Story,Rich,Cult,Classic"
